cc_num,first,gender,street,city,state,zip,lat,long,city_pop,job,dob
3536241862369037,145,1,784,269,48,54301,44.482,-88.0205,179116,46,1971-06-16
5415950342811399,2,1,312,215,45,22030,38.8458,-77.3242,151929,450,1963-01-01
2260546835652150,150,1,222,435,42,38125,35.0312,-89.8124,697385,29,1982-06-17
4332288985725458,225,1,635,323,34,11434,40.6775,-73.7758,224445,393,1982-02-26
213171752421497,134,0,761,372,19,1841,42.7115,-71.167,76383,119,2002-07-04
4692758955168740909,257,1,155,511,4,93033,34.1685,-119.1717,211523,308,1988-05-08
4112166365155973,84,1,719,374,43,78645,30.449,-97.9669,54068,247,1979-03-08
377303064421210,96,0,835,281,21,4640,44.5046,-68.2402,2261,281,1967-06-13
3559608931992555,11,0,514,229,48,54935,43.7742,-88.4352,60763,107,1934-05-21
4682963533907,142,1,823,603,44,84070,40.5794,-111.8816,105585,145,1969-09-27
4646491111096171,252,0,793,677,3,85719,32.2474,-110.9491,865276,335,1981-09-10
4157660538442,302,0,315,171,5,80210,39.679,-104.9631,990452,269,1973-06-20
639096262659,192,0,293,0,19,1220,42.6223,-73.1172,8603,213,1986-11-28
5160920981960275,222,0,356,454,38,17954,40.6904,-76.2597,4564,43,1991-05-30
5479112442117531,145,1,175,521,31,7514,40.9248,-74.1467,146199,355,1993-11-21
4155799802841397,17,0,510,313,49,24844,37.4499,-81.812,1810,108,1939-02-12
3577686342346197,274,1,779,499,44,84404,41.2627,-111.9837,186422,90,1933-05-20
347208496498560,15,1,265,338,47,98042,47.368,-122.1206,147876,262,1986-08-10
348164938318495,336,1,678,494,6,6854,41.0957,-73.4285,85422,390,1948-03-11
30295963904099,343,0,613,529,34,12565,42.2485,-73.6463,1487,226,1955-05-03
379064771591038,19,0,633,366,22,48912,42.7371,-84.5244,162150,297,1949-10-07
4104145964229712525,252,0,732,216,45,22039,38.7602,-77.3064,18364,189,1988-04-16
213131170303768,68,0,892,106,42,37411,35.0271,-85.2356,198659,130,1990-01-29
6598363146249120,168,1,83,146,43,78418,27.6349,-97.3103,306433,284,1966-08-06
4686850745102,235,1,447,36,20,21214,39.3521,-76.5644,635495,93,1956-09-21
4814396661340,171,1,499,745,45,23693,37.1256,-76.4469,45297,497,1995-10-22
4122572076502411,62,0,576,222,24,63026,38.5015,-90.4683,44124,372,1998-05-22
4211457758471,90,1,593,605,4,95060,37.0313,-122.1198,97900,121,2002-08-04
341361487824553,145,1,318,49,1,35546,33.6945,-87.6226,3901,237,1976-01-19
180098247414077,23,1,756,503,29,68138,41.1549,-96.1376,518429,282,1976-01-02
4423691430753662,145,1,948,16,34,14807,42.4225,-77.6918,3076,333,1970-01-29
3582661287585755,154,1,90,436,14,61342,41.5443,-89.1083,9216,300,1979-03-30
6011607870104151,204,1,505,526,31,8861,40.5176,-74.2754,53099,186,1994-06-26
4079311029181335,49,1,15,438,3,85207,33.4321,-111.6426,478404,348,1957-10-06
4223288377441971,135,0,181,679,1,35401,33.1969,-87.5627,112654,10,1943-12-30
582774025883,71,0,138,611,34,12304,42.7841,-73.9094,162643,251,1967-02-27
6592988425995997,288,0,238,397,5,80504,40.1306,-104.9504,117461,375,1997-04-27
2227610941017591,220,0,183,317,15,46236,39.8689,-85.9765,910148,347,1985-11-17
6011190130205696,197,0,881,146,43,78411,27.7311,-97.3877,306433,396,1959-09-03
36619128411738,31,1,458,744,4,92886,33.9058,-117.7865,66570,426,1986-01-16
6011819740056434,126,1,851,343,42,37664,36.5208,-82.5168,87124,486,1971-08-13
3587240107835677,111,1,5,159,43,77429,29.9766,-95.6358,122803,14,1956-03-15
3566821719553561,317,0,42,95,43,75423,33.2649,-96.2076,2982,205,1944-10-09
4055934296711142,322,0,760,320,43,75038,32.8653,-96.9905,217883,46,1967-08-10
4328348315203771070,282,1,113,275,35,43123,39.8814,-83.0839,58424,187,1967-12-23
676340850954,325,1,601,545,37,97222,45.4373,-122.6147,841711,236,1953-04-10
180026732044133,256,0,951,466,40,29464,32.8473,-79.8206,72374,365,1955-10-09
30360914985173,65,0,738,457,27,27028,35.922,-80.537,25839,152,1964-04-20
213104405809354,49,1,147,346,9,34746,28.268,-81.4675,228365,332,1926-12-24
589556574905,57,0,21,65,9,33435,26.5254,-80.061,155385,403,1973-07-06
676326113989,352,1,189,359,37,97034,45.4093,-122.6847,42817,461,1973-09-15
4513765158819,325,1,640,594,43,78216,29.5334,-98.4975,1595797,465,1961-04-08
341668297327027,40,0,134,701,7,20024,38.8759,-77.016,601723,308,1963-08-08
4155999101577,314,0,737,375,38,17042,40.3316,-76.3976,66923,348,1968-01-21
4750988986457,145,1,379,567,34,11385,40.7036,-73.8961,98592,140,1999-01-04
4491342138820901,331,0,715,623,4,93065,34.2656,-118.7653,126874,108,1958-04-26
36741241513156,54,0,819,306,27,28539,34.6993,-77.2079,15469,6,1983-01-13
4272742318306178930,240,1,707,5,35,44320,41.0835,-81.5674,272134,383,1997-12-13
180041314675360,38,0,163,74,34,10463,40.8798,-73.9067,1382480,24,1954-06-08
180045667664046,169,1,776,642,34,10314,40.6039,-74.1472,468730,92,1972-04-07
60406155816,234,0,338,160,43,75216,32.7086,-96.7955,1263321,330,1993-03-21
213186702440330,18,0,627,12,40,29625,34.5271,-82.7087,93613,483,1976-06-17
4568044731497,169,1,699,258,20,21061,39.1618,-76.6297,82907,313,1959-04-02
4637579145215,45,1,320,97,2,72027,35.3981,-92.5582,1417,328,1967-08-06
370438787535776,190,0,622,546,45,23703,36.8695,-76.3869,95535,141,1946-06-30
4286604164485951,205,0,413,683,4,91784,34.141,-117.6581,77103,373,1946-11-13
5143318751097927,22,0,39,362,9,33813,27.9611,-81.9398,237282,296,1967-03-01
4192134249128965,125,1,978,228,34,11354,40.7667,-73.8241,219342,122,1960-09-20
4675481386667545,284,1,335,696,38,17266,40.086,-77.409,581,350,1972-01-04
6520575639836526,321,0,581,93,40,29033,33.9626,-81.0671,11603,209,1984-07-10
4604409079772781,271,0,229,158,10,30041,34.2037,-84.1031,129584,101,1936-04-16
2704390552958068,156,0,401,145,34,11368,40.7453,-73.8611,109931,485,2002-09-09
4851579197111212590,231,1,370,193,31,8234,39.3741,-74.6118,42532,159,1995-03-13
3524295633432445,238,0,958,60,25,38829,34.6694,-88.5443,18707,132,1967-07-07
4358841834374016,175,1,801,159,43,77429,29.9766,-95.6358,122803,135,1978-03-03
4427820797996673,281,1,574,17,42,38002,35.2752,-89.7295,38927,338,1985-05-22
4498392250142579,156,0,256,530,3,85033,33.4944,-112.2132,1312922,77,1954-08-25
675925178633,314,0,325,235,17,41043,38.7506,-84.1566,1745,475,1990-03-30
569235558099,212,0,337,416,12,50157,41.7695,-92.5354,762,345,1928-06-09
4467046226817154,238,0,264,401,4,90019,34.0482,-118.3343,2383912,251,1975-01-25
180075851268619,52,0,904,439,9,33125,25.7825,-80.2341,1737737,477,1998-07-29
676142456075,114,0,98,298,36,74848,35.0839,-96.377,8326,108,1969-08-01
379389701550295,351,1,820,54,38,15717,40.4413,-79.2533,10847,211,2000-07-14
4498830597367,96,0,812,675,4,95377,37.6567,-121.4955,106426,3,1985-09-12
4795133053194979696,125,1,556,322,9,32225,30.351,-81.5061,847415,394,1964-08-20
6011917851385442,258,1,309,419,31,8052,39.9511,-74.9946,19172,194,1957-10-13
6011319422686533,156,0,165,26,16,67730,39.7926,-101.0318,1612,133,1983-11-15
180072169666303,215,0,961,511,4,93030,34.2141,-119.175,211523,455,1956-01-16
4883275327352417,309,0,415,592,44,84117,40.6551,-111.834,594043,200,1964-02-04
4876164819807709,105,1,703,402,17,40272,38.0846,-85.851,736284,215,1962-05-17
375237341517733,261,1,762,231,9,34945,27.4382,-80.444,89162,449,1980-09-23
3577422294643039,195,1,591,473,45,24579,37.598,-79.525,1389,277,1984-11-28
180067287276019,129,1,496,160,43,75224,32.7114,-96.8387,1263321,11,1942-12-23
346158148881070,191,1,240,108,14,60614,41.9229,-87.6483,2680484,158,1949-10-31
563399771804,120,1,176,602,4,90732,33.742,-118.3121,80777,178,1958-03-02
6011739970469471,231,1,453,139,35,43231,40.081,-82.9383,783285,385,2003-03-16
4641758231334848,121,1,498,596,4,92672,33.4361,-117.6231,63773,315,1966-05-03
379643474524550,279,1,967,483,34,10019,40.7651,-73.9858,1577385,15,1958-05-16
4056658833987411326,114,0,689,317,15,46227,39.6789,-86.1302,910148,347,1956-11-18
372294938173597,197,0,25,44,28,58316,48.8379,-99.7688,6486,370,1954-10-11
4216667080850960851,265,0,131,597,4,92126,32.9161,-117.1402,1241364,75,2004-04-28
4477251295786060,208,0,41,319,4,92612,33.6607,-117.8264,212569,460,1929-02-14
4210890285159,299,0,436,594,43,78245,29.4189,-98.6895,1595797,118,1971-08-17
30360776336911,28,0,327,266,43,75051,32.7115,-97.0069,174375,77,1993-12-16
2400666155416431,352,1,50,502,47,98513,46.9939,-122.743,167094,119,1940-03-30
3559626228225125,18,0,548,264,3,85395,33.479,-112.3947,67037,123,1995-04-29
3521053161177681,160,0,783,604,4,92701,33.7523,-117.8541,348131,489,1981-07-31
4382231164912,85,0,804,107,15,46304,41.6143,-87.047,24207,452,1931-04-12
4203265097753962,165,0,725,560,33,89521,39.3809,-119.6859,276896,359,1996-02-05
4560821371184254762,178,1,833,170,43,76210,33.1428,-97.0727,139552,285,1990-09-23
639085838253,57,0,305,589,23,55106,44.9684,-93.0488,753116,41,1961-03-01
38524014843994,340,1,281,619,46,5262,42.9614,-73.2166,2547,189,1973-02-01
4372450184819737,235,1,976,350,18,70068,30.0777,-90.4895,34101,274,1963-08-28
4692743811995372,282,1,153,748,22,48198,42.2439,-83.583,99318,84,1964-05-24
4417899698601,213,0,122,265,18,71245,32.5244,-92.7158,4718,482,1981-07-09
377980660392059,30,0,759,186,39,2914,41.8138,-71.3688,21963,228,1936-05-25
4885652715598355,288,0,667,475,48,53151,42.9822,-88.0946,39445,305,2001-08-17
342501394884880,72,1,132,301,9,33032,25.5303,-80.3918,155317,285,1947-07-07
3553703824073336,297,1,47,210,9,34223,26.9667,-82.3599,32269,442,1984-02-08
6545465535851251,295,0,931,474,31,7753,40.2096,-74.0714,37554,482,1968-01-11
4490797796124,14,0,734,700,4,93280,35.648,-119.4487,27152,456,1963-11-08
6011637484539864,67,1,912,135,43,75938,30.9007,-94.3916,2608,479,1971-12-08
4151169666725215,109,0,723,164,14,62522,39.8432,-88.9861,87793,415,1988-02-06
4120800564099513,328,0,836,657,9,33634,28.0068,-82.556,717255,25,1951-08-16
4529821739295786713,240,1,247,45,17,41514,37.6401,-82.2573,3491,379,1969-04-16
2615899886834520,163,0,675,728,35,45898,40.7346,-84.7777,1314,393,2003-06-11
213131499825087,12,1,578,261,25,39638,31.1903,-90.924,3333,154,1960-10-09
30399006314033,235,1,639,618,43,78155,29.5613,-97.9628,45341,169,1956-11-24
3566643749060726,234,0,280,357,48,53147,42.5881,-88.4554,16457,210,1989-03-25
4116318732807711309,288,0,709,157,4,90230,33.9949,-118.3991,46915,399,1969-07-19
3525425730662482,36,1,718,691,45,23454,36.8282,-76.0237,437994,443,1977-02-28
4688092550213068,0,1,144,608,4,95401,38.4432,-122.7547,209844,491,1978-08-13
377278532426423,138,0,87,425,14,62441,39.422,-87.6923,7395,334,1930-02-01
375628333393952,309,0,446,617,9,32976,27.8679,-80.5416,34445,43,1971-05-23
180027036924921,226,0,662,317,15,46220,39.8647,-86.1182,910148,488,1962-06-28
5300051553234153,215,0,527,303,11,96826,21.2941,-157.8284,403114,424,1976-05-15
4431271026767200,210,0,997,195,4,91732,34.0705,-118.0149,90977,58,1935-12-09
4354159709962540,69,0,520,147,3,86326,34.7055,-112.0091,23344,271,1932-03-26
342909046376603,238,0,587,583,1,36071,31.7062,-86.3715,766,233,1990-05-06
213102131251297,268,0,66,69,19,2324,41.9773,-70.9723,26563,88,1984-04-22
3521106330165837,185,0,284,182,0,99577,61.3114,-149.5085,25771,216,1960-11-29
3532532694968432,153,1,49,314,22,48444,43.0425,-83.0708,9327,390,1967-06-10
2401595919457572,142,1,834,322,9,32223,30.1548,-81.63,847415,322,2003-01-20
3560256265062293,324,0,740,534,34,14534,43.0695,-77.5141,31426,135,1984-10-20
38662705115791,102,0,683,242,34,12431,42.3815,-74.0623,1381,110,1972-09-09
371075633535748,182,1,336,202,15,46517,41.6469,-85.9728,97528,371,1954-08-10
4187794176342504,184,0,603,503,29,68114,41.2656,-96.0493,518429,383,1935-08-31
3540388436604433,50,0,573,205,10,30294,33.6166,-84.2939,39865,227,1961-07-29
3550105875256807,231,1,594,616,47,98133,47.7377,-122.3431,837792,119,1967-08-20
2285516517680861,227,0,149,108,14,60640,41.9719,-87.6624,2680484,214,1991-10-14
501837003323,339,1,672,487,45,23508,36.8859,-76.3004,242803,166,1992-12-03
581958263286,2,1,861,480,18,70130,29.9324,-90.0739,382333,213,2003-02-08
36321061339436,310,1,45,18,4,93420,35.1661,-120.4651,28413,171,1970-02-17
4789431910090048,327,1,930,96,17,42214,37.1177,-85.7038,682,231,1960-02-20
2262473107201137,173,0,108,552,34,11428,40.7208,-73.7433,67866,342,1971-10-05
676314473403,240,1,712,137,4,92324,34.0315,-117.2874,56505,39,1987-01-12
30255882556297,156,0,292,240,22,49733,44.8382,-84.6824,1965,368,1985-01-03
588295829232,286,0,887,72,42,37620,36.5686,-82.1819,39102,99,1973-05-07
4395613723081720,325,1,646,551,39,2904,41.8541,-71.4378,203571,61,1986-09-13
4094565346997993,18,0,553,145,34,11368,40.7453,-73.8611,109931,429,1993-05-26
4060717481131769,258,1,547,502,47,98516,47.1126,-122.7794,167094,352,1995-05-20
6011491872742049,206,1,396,478,6,6515,41.3293,-72.9664,128884,145,1949-03-02
373711222990773,135,0,858,737,35,44691,40.8094,-81.9483,43753,230,2006-06-29
4768321021923785840,169,1,625,188,5,80615,40.5273,-104.7146,7482,246,1928-05-14
213118498042533,291,1,787,204,47,98926,46.9996,-120.5163,30239,440,1968-04-17
4821781923653467,31,1,40,381,43,75067,33.0198,-96.9925,109212,404,1970-06-03
4716906181208,141,0,545,185,34,11554,40.7149,-73.5561,38132,468,1964-12-24
4517588914444981,88,1,943,482,9,32168,29.0247,-80.9584,33458,156,1966-08-04
4885379821432,71,0,767,686,15,46383,41.4547,-87.0656,78553,61,1986-09-26
502034778949,190,0,695,113,4,91911,32.6084,-117.0565,239879,46,1992-10-23
180021630900155,341,0,346,367,50,82072,41.4247,-105.4781,35371,465,1989-05-23
213121994711361,84,1,352,209,13,83617,43.9089,-116.4927,15422,478,1975-06-25
2377269608437689,129,1,942,336,38,19348,39.855,-75.7,22232,181,2003-03-07
4970931706956,133,0,773,483,34,10003,40.7313,-73.9892,1577385,134,1950-10-13
213106503121988,31,1,255,180,27,27713,35.9112,-78.9178,256789,413,1965-12-03
4487623039111425,197,0,235,701,7,20008,38.9363,-77.0599,601723,17,1994-02-20
675922395941,168,1,339,639,43,77477,29.6228,-95.5678,35897,117,2000-12-07
180087859964867,72,1,328,142,10,30012,33.7192,-84.0021,83685,305,1978-09-05
4362792463200,309,0,692,304,43,77077,29.7477,-95.603,2906700,242,1963-09-17
2720458870715534,109,0,296,456,26,59804,46.8467,-114.1698,90987,20,1991-12-05
374508917768087,246,0,663,629,14,60552,41.6383,-88.6816,4448,80,1998-05-14
570236936268,177,1,136,616,47,98103,47.6734,-122.3426,837792,390,1977-05-20
30498855829842,270,0,76,630,15,46628,41.7015,-86.2949,145459,323,1942-08-21
4372188566698,115,0,728,486,24,64668,39.3299,-93.6761,1416,342,1973-10-06
2263776936634396,269,0,617,545,21,4103,43.6876,-70.2876,65261,389,1927-02-06
30202455910246,125,1,909,538,48,53073,43.7526,-87.9779,15757,240,1972-01-17
4794281793406529,240,1,456,219,44,84025,40.9889,-111.8938,18255,364,1945-11-24
3521722145593763,150,1,386,551,39,2903,41.82,-71.4158,203571,208,1973-04-12
3572565920246174,301,0,409,139,35,43204,39.9523,-83.078,783285,30,1994-12-06
3550178332584863,307,0,89,597,4,92120,32.7958,-117.0707,1241364,359,1955-06-27
4767993593744031,234,0,93,383,26,59923,48.3773,-115.5391,9856,39,1988-04-26
676149079383,234,0,701,646,48,53177,42.6967,-87.9031,8329,69,1979-04-23
4244626325144889,231,1,37,590,31,8079,39.5591,-75.4521,10987,103,1996-05-10
30415152638403,325,1,232,745,45,23693,37.1256,-76.4469,45297,283,1953-03-10
2663239791378761,112,0,747,7,5,81210,38.82,-106.6603,275,272,1993-03-30
4988192778851900,273,1,869,344,20,21087,39.4558,-76.4147,5451,118,1957-04-02
6011851744600453,75,1,995,559,1,35481,33.3959,-88.0203,3668,267,1969-11-30
3530448818984845,49,1,621,604,4,92704,33.7249,-117.909,348131,467,1985-03-17
6011429831522912,231,1,236,41,43,77703,30.1132,-94.1197,142692,414,1955-03-24
30306396384526,156,0,411,530,3,85051,33.5591,-112.1332,1312922,159,1942-08-15
2242033016234192,0,1,68,584,4,95820,38.5347,-121.4451,757530,125,1970-05-12
6584732365337749,160,0,210,337,47,99336,46.2109,-119.168,90153,146,1974-03-11
2717543734764276,84,1,775,327,18,70546,30.2201,-92.6574,16425,298,1952-06-20
4019134438998278029,340,1,509,584,4,95841,38.6627,-121.3406,757530,466,2000-05-13
3516793350557386,119,0,130,740,25,39194,32.8594,-90.4031,20925,35,1982-09-04
2707233351040968,40,0,161,322,9,32208,30.3937,-81.6889,847415,430,1928-01-11
6511893940655787,238,0,910,396,4,90810,33.8193,-118.2325,471952,193,1975-03-19
4707392013546212,288,0,262,732,27,27105,36.144,-80.2376,250944,332,1961-02-07
3572989376297459,93,0,648,324,34,14701,42.0928,-79.244,40730,108,1983-10-20
2707692082832300,173,1,889,59,13,83709,43.5741,-116.2941,255947,436,1984-10-26
4318297168157,179,0,0,219,32,87401,36.7412,-108.1797,57780,82,1967-01-24
4255618444218294,234,0,815,432,1,35114,33.2317,-86.8727,7172,32,1981-05-04
501843655157,245,0,705,179,10,30096,33.9845,-84.1529,103980,406,1949-11-25
4080706336998791,133,0,112,734,45,22193,38.6438,-77.3451,184039,106,1930-07-02
4287738363816431,53,0,439,160,43,75217,32.7244,-96.6755,1263321,297,1988-01-03
4170646255402635582,240,1,182,736,45,24381,36.7879,-80.8824,3816,239,1979-12-22
3553888245279057,23,1,345,146,43,78410,27.8458,-97.596,306433,211,1949-01-17
4119787180933915,220,0,653,377,9,33971,26.6388,-81.6992,84918,487,1991-02-27
2486880023009156,273,1,806,650,3,85351,33.6061,-112.2797,45145,393,1989-11-24
3509365952014915,271,0,842,565,47,99352,46.2522,-119.288,48318,134,1975-08-26
2247455611404281,177,1,58,504,4,91761,34.0316,-117.6187,166856,38,1957-08-21
6011030835669103,145,1,323,249,20,20878,39.1125,-77.2515,135332,44,1959-04-07
3577682938440130,108,0,541,360,24,63367,38.7936,-90.7854,19433,45,1966-04-27
3585991449207494,270,0,966,483,34,10002,40.7152,-73.9877,1577385,452,1978-08-10
3540849932312342,264,0,986,397,5,80504,40.1306,-104.9504,117461,334,2001-05-09
3548389359538287,261,1,561,91,14,60013,42.2196,-88.2426,26872,432,1963-01-14
180096561308768,48,1,863,79,10,39828,30.8768,-84.2091,18992,220,1967-10-09
180000273008690,145,1,171,391,4,93543,34.4891,-117.9708,13033,487,1965-01-25
213194149150769,256,0,774,339,12,52632,40.4094,-91.3982,13086,231,1951-11-12
4207266292508177606,351,1,80,615,38,18504,41.4128,-75.6861,95251,165,1969-11-06
343561781703217,43,1,374,480,18,70131,29.9168,-89.996,382333,181,1942-11-24
4295026480164403731,240,1,816,89,25,39427,31.4814,-89.8279,1314,79,1991-09-22
4486298579736385,83,0,559,253,35,44041,41.8029,-80.9474,14979,354,1983-01-15
180061770673683,273,1,79,191,5,81632,39.6382,-106.6206,10276,148,1981-10-11
2295058714692181,229,0,268,488,19,1247,42.6955,-73.08,16087,472,2006-11-19
4998480220509,326,0,874,530,3,85037,33.4913,-112.2468,1312922,111,1996-12-20
213114578870711,133,0,690,686,15,46383,41.4547,-87.0656,78553,489,1998-08-09
3568299687225892,80,1,857,434,45,23111,37.6281,-77.3395,63718,196,1964-05-12
6595790012482554,98,1,964,463,4,92557,33.9553,-117.2457,193933,424,1989-03-01
4562415285720,315,0,275,515,43,75801,31.7588,-95.6342,39196,276,1972-02-28
2706550784685098,122,1,313,467,42,37130,35.8478,-86.3647,158701,382,1971-08-03
3540153641547151,279,1,267,187,38,18042,40.6516,-75.224,83703,416,1959-10-10
676242141056,64,0,991,621,20,20906,39.084,-77.0613,282095,112,1930-07-03
4622586605989,156,0,434,108,14,60640,41.9719,-87.6624,2680484,336,2001-03-24
4491165020002456,231,1,331,75,34,11208,40.6762,-73.8736,2504700,273,1987-10-18
213114448896698,224,1,378,9,43,79118,35.0763,-101.8349,220580,4,1992-10-02
373183281231236,215,0,495,174,1,36303,31.2668,-85.3971,80446,77,1980-07-14
4508276817226,309,0,582,334,22,49048,42.3189,-85.5152,158937,77,1999-02-18
4608271721736,70,0,929,251,4,90249,33.8998,-118.3199,84103,462,1989-06-07
4659143882325537,273,1,844,735,34,11421,40.6913,-73.8585,39127,366,1982-12-01
4095449791279970296,72,1,416,6,37,97321,44.652,-123.1333,58967,387,1982-10-11
213122012560830,63,0,802,578,31,8555,40.2214,-74.4747,877,195,1979-02-14
4443619951716,131,1,915,162,35,45417,39.7528,-84.247,479994,466,1968-06-01
4483093096711,84,1,142,676,31,8618,40.2377,-74.7821,270100,128,1979-08-05
6520191116612206,40,0,589,303,11,96815,21.2811,-157.8266,403114,173,1974-05-10
213124211408688,67,1,523,376,9,34748,28.808,-81.8858,55765,469,1970-06-20
5139952970137126,101,1,585,647,45,23434,36.7304,-76.5931,84522,132,1994-06-23
347387402990710,160,0,333,720,47,98595,46.8836,-124.1061,2917,135,1977-05-24
3503010956797562,312,1,800,172,12,50316,41.6092,-93.6,222785,202,1980-06-29
6011108018103064,200,0,177,341,27,28086,35.2516,-81.3806,25895,126,1982-08-15
30138067130734,118,0,848,70,44,84302,41.5079,-112.0152,23703,450,1995-09-06
36694703180537,352,1,629,173,22,48219,42.426,-83.2495,673342,346,1930-11-15
213127000466619,109,0,116,656,9,32311,30.4156,-84.187,245317,29,1936-09-07
213194905315200,91,0,502,330,35,43031,40.1445,-82.6973,12318,389,1976-04-16
3516698416612374,102,0,443,712,34,10993,41.209,-73.9821,4769,473,1943-01-18
502042620372,31,1,166,3,19,1001,42.0702,-72.6227,16769,73,1977-05-05
180021170889487,21,1,647,481,18,70760,30.7014,-91.4421,6993,356,1945-12-06
3585708200480676,112,0,706,570,9,33578,27.8633,-82.3499,85490,74,1994-02-11
4968827697040953141,319,1,560,535,4,92870,33.8744,-117.8543,52033,89,1967-05-20
4096496683496043,166,0,35,324,27,27282,35.999,-79.9293,15906,287,1975-05-30
4089348688390624676,52,0,924,225,17,41219,37.9231,-82.9221,2053,95,1967-04-09
4361337605230458,201,0,28,502,47,98513,46.9939,-122.743,167094,81,1973-06-12
4966177182498980888,328,0,825,671,48,54486,44.7299,-89.0569,2290,153,1965-02-15
6011969874869415,115,0,12,311,1,35802,34.6679,-86.5603,190178,202,1995-04-26
30160398863650,90,1,900,221,27,28301,35.0743,-78.8836,238602,41,1963-07-06
4894204664896676,150,1,216,450,19,1757,42.1511,-71.5274,28061,454,1964-04-28
4623546622650,240,1,605,42,37,97006,45.5201,-122.8604,183865,100,1955-07-01
6574625916011247,240,1,491,125,9,34711,28.5525,-81.7574,81987,410,1956-01-03
4129957047264261,24,0,403,430,42,37806,36.0844,-83.7411,2868,467,1976-05-16
345482421838545,139,1,72,527,38,19121,39.9811,-75.174,1526206,119,1986-02-10
180091776334279,72,1,228,287,34,11788,40.8231,-73.1958,16821,202,1988-03-30
630493588242,217,0,3,148,12,51501,41.2324,-95.8751,71782,349,1988-09-03
344445446083851,240,1,813,315,24,64056,39.1177,-94.3596,123373,125,1965-10-01
180099969882905,111,1,278,113,4,91911,32.6084,-117.0565,239879,28,1943-02-02
3524238397283398,274,1,876,236,4,92708,33.7102,-117.9503,56004,453,1966-05-09
213122101023203,11,0,673,715,31,7093,40.7888,-74.0115,60884,434,1943-07-06
2260384531980745,156,0,544,595,4,94070,37.4969,-122.2674,29166,13,1980-01-19
4967150066664110652,106,1,350,664,20,20748,38.8222,-76.9478,38792,318,2001-10-03
676190583663,177,1,905,438,3,85210,33.3887,-111.8428,478404,362,1929-02-15
213178791505966,65,0,772,57,40,29910,32.2513,-80.8721,33954,113,1978-12-18
3560418095217550,190,0,782,365,38,17602,40.0335,-76.2844,164596,480,1992-03-13
4199626422297585,195,1,540,40,47,98604,45.7907,-122.5318,34232,262,1992-07-16
4570900163564076,62,0,295,118,34,14031,42.981,-78.6162,9392,384,1948-03-17
3531261685071052,323,0,203,387,3,85340,33.5098,-112.4135,26262,91,1928-07-31
6011053709230075,22,0,8,437,30,3054,42.8667,-71.5128,25477,447,1958-05-09
3569893652944716,150,1,360,637,2,72764,36.1716,-94.0428,85572,60,1979-12-20
180032174357488,255,0,697,151,43,75114,32.5975,-96.4637,4660,182,1966-04-22
4253646280553,20,0,73,406,31,8048,39.9651,-74.8067,12495,170,1998-07-20
371074091311171,260,0,29,248,45,20155,38.8157,-77.6216,29411,309,1976-04-30
6535412012275952,300,0,17,55,14,61704,40.4705,-88.9433,84349,151,1968-01-10
4950740717327980591,236,0,109,510,17,42303,37.7559,-87.0803,81349,496,1928-10-22
5145203608941188,108,0,606,273,27,27858,35.5866,-77.3485,108695,199,1964-05-31
371006799006968,330,1,871,452,48,53222,43.0828,-88.0269,817312,378,1939-04-18
3549530067762557,2,1,178,408,18,70071,30.0447,-90.7008,3653,428,1979-04-06
4334511009060539,1,0,441,86,34,10512,41.4432,-73.6815,25590,183,1954-10-22
30598875921295,248,0,611,687,47,98662,45.6914,-122.5805,299480,413,1971-12-19
3507115238023624,48,1,580,51,38,18017,40.6622,-75.3903,123241,294,1992-09-14
180038558819597,252,0,172,549,35,43065,40.1834,-83.0912,38821,482,1983-10-04
4284540182272009,64,0,239,352,42,37086,36.0127,-86.56,31513,176,1970-04-14
6599302020304238,287,1,521,695,27,27051,36.18,-80.1629,7369,269,1959-11-10
676305937770,133,0,832,410,47,98087,47.862,-122.2532,92865,138,1967-11-07
30469029831048,85,0,968,426,48,54449,44.6615,-90.1784,26418,397,1975-01-19
6506362198655045,195,1,86,382,40,29073,33.8632,-81.2351,90341,277,1987-10-22
30322626114245,73,0,584,586,24,63074,38.7259,-90.3864,15164,409,1966-01-08
3596234199643387,127,1,480,520,20,21234,39.3876,-76.5418,69752,423,1957-08-24
3511587605457698,240,1,950,24,31,8401,39.3664,-74.4317,39554,312,1931-05-09
4212545080951,327,1,158,693,11,96792,21.4352,-158.1781,48519,250,1974-02-08
30423591426141,31,1,897,632,1,36527,30.6959,-87.8867,12109,255,1980-03-08
4310081785221,327,1,845,659,43,76574,30.5807,-97.4401,17661,363,1926-11-24
2532086523777292,154,1,387,228,34,11358,40.7606,-73.7968,219342,53,1996-02-17
501827221422,110,0,614,349,14,60526,41.8318,-87.874,13576,317,1977-01-27
4313695528620926,208,0,528,594,43,78227,29.4027,-98.6433,1595797,491,1966-05-08
575735323660,45,1,616,657,9,33624,28.079,-82.5268,717255,309,1991-10-07
4010712615835,312,1,180,150,38,16066,40.7097,-80.1046,28060,322,1967-02-10
4332228019442589,346,0,230,641,21,4084,43.8142,-70.4807,8088,493,1974-01-13
4311804674130,0,1,430,331,37,97910,42.8801,-117.281,641,61,1961-08-22
180063975615477,18,0,157,299,9,33020,26.0161,-80.1517,420284,275,1993-02-10
3593957875207027,6,1,20,483,34,10024,40.7864,-73.9764,1577385,76,1931-03-29
3596789760987315,72,1,202,109,35,45601,39.338,-82.9895,57842,426,1986-06-29
